Name,"I-AUROC,","I-AP,","I-F1max,","P-AUROC,","P-AP,","P-F1max,","P-AUPRO,","I-Overkill@2,","I-Overkill@5,","I-Overkill@10,","S-AUROC,","S-AP,","S-F1max,","S-Overkill@2,","S-Overkill@5,",S-Overkill@10
battery_holder_connector,83.3 ± 2.8,97.2 ± 0.6,94.4 ± 0.1,86.1 ± 0.4,33.2 ± 2.7,33.3 ± 3.1,73.4 ± 0.6,75.5 ± 3.1,61.8 ± 2.9,48.1 ± 5.5,91.2 ± 4.8,98.7 ± 0.8,96.7 ± 0.5,44.0 ± 6.9,34.7 ± 8.3,26.7 ± 8.3
battery_socket_connector,67.5 ± 1.2,92.9 ± 0.3,92.4 ± 0.3,87.9 ± 0.1,41.7 ± 0.9,42.4 ± 0.6,57.4 ± 1.0,93.1 ± 3.0,87.5 ± 3.1,77.7 ± 2.8,86.5 ± 2.1,98.2 ± 0.3,94.3 ± 0.3,85.3 ± 4.6,74.7 ± 12.2,52.0 ± 10.6
bend_connector,85.1 ± 0.8,97.5 ± 0.2,93.5 ± 0.2,90.9 ± 0.3,39.8 ± 1.6,41.6 ± 1.9,67.5 ± 0.3,83.1 ± 2.4,66.0 ± 3.5,51.6 ± 8.7,94.7 ± 1.7,99.2 ± 0.3,97.1 ± 0.6,38.7 ± 10.1,22.7 ± 6.1,14.7 ± 4.6
blade_switch,84.8 ± 2.1,97.3 ± 0.3,95.7 ± 0.4,94.8 ± 0.2,51.5 ± 0.8,52.1 ± 1.6,73.9 ± 0.6,60.0 ± 5.0,46.1 ± 6.7,36.3 ± 6.0,85.3 ± 2.0,97.5 ± 0.3,96.4 ± 1.1,46.7 ± 14.0,37.3 ± 10.1,26.7 ± 4.6
blue_light_switch,68.8 ± 2.0,91.5 ± 0.3,92.7 ± 0.1,83.6 ± 0.1,15.4 ± 0.4,28.1 ± 0.3,64.6 ± 0.2,91.1 ± 2.6,82.0 ± 2.5,66.9 ± 2.0,61.3 ± 1.4,91.2 ± 0.6,94.6 ± 0.3,85.3 ± 4.6,82.7 ± 4.6,73.3 ± 4.6
bluetooth_module,84.7 ± 1.6,97.7 ± 0.4,95.2 ± 0.2,93.1 ± 0.6,62.2 ± 2.4,57.8 ± 1.7,75.2 ± 3.2,66.7 ± 2.3,57.3 ± 5.8,46.7 ± 3.8,87.1 ± 3.9,98.2 ± 0.7,95.4 ± 0.6,65.3 ± 9.2,60.0 ± 4.0,49.3 ± 2.3
boost_converter_module,71.7 ± 2.9,93.2 ± 0.6,91.2 ± 0.1,92.2 ± 0.3,60.1 ± 1.0,57.3 ± 0.9,63.9 ± 1.7,93.9 ± 3.1,85.3 ± 4.9,71.7 ± 7.9,73.5 ± 2.8,95.8 ± 0.4,94.4 ± 0.1,88.0 ± 8.0,76.0 ± 6.9,68.0 ± 6.9
bread_model,81.4 ± 1.4,96.4 ± 0.4,93.2 ± 0.3,96.4 ± 0.1,57.9 ± 5.1,61.9 ± 2.1,86.9 ± 0.2,82.9 ± 6.5,72.8 ± 4.0,60.5 ± 5.6,85.5 ± 2.6,97.7 ± 0.5,95.5 ± 0.4,62.7 ± 11.5,48.0 ± 8.0,38.7 ± 4.6
brooch_clasp_accessory,98.1 ± 0.3,99.7 ± 0.1,97.4 ± 0.2,97.8 ± 0.0,76.7 ± 0.2,74.1 ± 0.6,92.4 ± 0.2,27.8 ± 4.1,9.9 ± 2.7,3.4 ± 1.1,99.9 ± 0.1,100.0 ± 0.0,99.8 ± 0.3,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
button_battery_holder,82.4 ± 4.3,97.3 ± 0.8,94.3 ± 0.2,87.5 ± 2.4,33.2 ± 6.1,38.1 ± 5.7,66.7 ± 6.8,82.8 ± 2.8,63.3 ± 8.8,52.6 ± 9.9,85.4 ± 4.8,97.9 ± 0.8,95.1 ± 0.8,73.3 ± 16.2,58.7 ± 18.9,46.7 ± 20.1
button_motor,94.2 ± 2.1,99.2 ± 0.3,96.1 ± 0.7,97.6 ± 0.1,74.4 ± 0.5,73.0 ± 0.3,83.2 ± 0.3,47.7 ± 10.9,28.3 ± 10.7,15.5 ± 6.5,94.3 ± 5.2,99.2 ± 0.7,97.1 ± 2.1,42.7 ± 38.4,29.3 ± 30.3,17.3 ± 19.7
button_switch,89.2 ± 1.2,98.6 ± 0.2,94.2 ± 0.1,99.1 ± 0.1,82.7 ± 0.6,77.1 ± 0.6,81.0 ± 0.9,87.2 ± 3.7,74.4 ± 4.5,50.4 ± 2.4,98.6 ± 0.7,99.8 ± 0.1,98.3 ± 0.5,12.0 ± 8.0,8.0 ± 4.0,2.7 ± 2.3
car_door_lock_switch,70.5 ± 1.1,94.9 ± 0.2,94.2 ± 0.0,92.7 ± 0.2,48.8 ± 0.7,49.9 ± 0.2,74.5 ± 0.6,93.6 ± 2.1,83.5 ± 1.2,74.9 ± 1.2,64.6 ± 0.7,93.5 ± 0.3,94.2 ± 0.1,94.7 ± 6.1,84.0 ± 4.0,64.0 ± 8.0
ceramic_fuse,73.8 ± 7.5,95.3 ± 1.6,94.3 ± 0.0,90.9 ± 0.3,23.9 ± 5.5,32.9 ± 3.6,74.5 ± 0.8,92.0 ± 0.8,82.1 ± 4.6,65.9 ± 6.7,83.6 ± 9.3,97.0 ± 1.5,96.4 ± 0.7,52.0 ± 14.4,42.7 ± 22.7,37.3 ± 26.6
ceramic_wave_filter,85.9 ± 1.8,97.8 ± 0.2,94.7 ± 0.3,90.8 ± 0.3,50.5 ± 0.9,55.6 ± 1.1,72.6 ± 0.4,76.0 ± 3.5,59.7 ± 6.2,41.6 ± 4.9,91.0 ± 0.5,98.6 ± 0.2,96.3 ± 0.4,46.7 ± 6.1,34.7 ± 8.3,25.3 ± 4.6
charging_port,82.9 ± 2.7,97.1 ± 0.5,94.1 ± 0.3,87.4 ± 1.0,33.3 ± 1.4,32.9 ± 0.7,72.1 ± 1.0,80.0 ± 7.1,64.4 ± 3.9,50.4 ± 6.0,93.4 ± 1.7,99.1 ± 0.3,96.1 ± 0.6,52.0 ± 10.6,38.7 ± 10.1,24.0 ± 8.0
chip-inductor,80.4 ± 3.5,97.0 ± 0.5,94.3 ± 0.2,86.1 ± 0.4,39.8 ± 0.8,38.9 ± 1.2,73.2 ± 1.8,82.3 ± 5.6,70.4 ± 13.3,57.4 ± 12.2,82.7 ± 3.3,97.4 ± 0.5,95.0 ± 0.6,73.3 ± 16.2,64.0 ± 18.3,56.0 ± 14.4
circuit_breaker,90.7 ± 1.3,98.7 ± 0.2,95.0 ± 0.3,98.1 ± 0.2,72.2 ± 1.2,68.1 ± 1.3,87.4 ± 0.4,66.7 ± 6.4,52.7 ± 6.1,34.1 ± 3.9,98.9 ± 1.3,99.8 ± 0.2,99.0 ± 0.6,10.7 ± 8.3,4.0 ± 4.0,2.7 ± 4.6
circular_aviation_connector,64.0 ± 2.6,87.4 ± 0.6,87.5 ± 0.0,67.8 ± 0.3,11.2 ± 0.4,16.0 ± 0.6,40.0 ± 0.5,98.5 ± 1.0,96.1 ± 2.0,88.0 ± 5.6,86.3 ± 4.3,97.7 ± 0.9,95.7 ± 0.4,62.7 ± 10.1,44.0 ± 6.9,37.3 ± 10.1
common-mode-choke,67.3 ± 5.1,89.6 ± 1.1,91.4 ± 0.3,95.2 ± 2.1,45.9 ± 24.3,50.4 ± 13.7,79.2 ± 6.1,85.0 ± 2.3,76.5 ± 6.0,65.2 ± 7.0,77.7 ± 2.5,96.5 ± 0.7,94.1 ± 0.0,96.0 ± 4.0,93.3 ± 4.6,69.3 ± 8.3
common-mode-filter,90.0 ± 1.6,98.5 ± 0.3,95.5 ± 0.1,93.1 ± 0.1,42.7 ± 0.7,42.5 ± 0.7,75.7 ± 0.2,57.5 ± 1.6,38.7 ± 5.9,26.7 ± 4.0,91.8 ± 3.3,98.9 ± 0.5,96.4 ± 0.5,53.3 ± 10.1,45.3 ± 12.2,34.7 ± 9.2
connector,87.6 ± 1.1,98.2 ± 0.2,94.3 ± 0.2,85.8 ± 0.3,59.6 ± 0.3,54.5 ± 0.5,73.0 ± 0.8,76.9 ± 2.0,66.2 ± 4.8,50.0 ± 6.0,93.7 ± 1.3,99.2 ± 0.2,96.0 ± 0.2,53.3 ± 8.3,41.3 ± 8.3,20.0 ± 4.0
connector_housing-female,94.1 ± 1.3,99.0 ± 0.2,96.7 ± 0.3,86.8 ± 0.4,46.5 ± 1.6,48.9 ± 1.9,80.8 ± 0.6,38.9 ± 4.2,28.8 ± 5.6,18.5 ± 4.4,97.2 ± 2.1,99.6 ± 0.3,98.0 ± 0.8,24.0 ± 14.4,18.7 ± 15.1,10.7 ± 12.2
console_switch,90.2 ± 3.8,98.5 ± 0.6,95.7 ± 0.5,78.5 ± 0.2,26.2 ± 0.7,32.7 ± 0.1,74.9 ± 0.4,56.5 ± 10.9,40.8 ± 8.4,30.4 ± 11.6,93.7 ± 3.7,99.1 ± 0.6,97.1 ± 1.1,34.7 ± 14.0,30.7 ± 10.1,18.7 ± 10.1
crimp_st_cable_mount_box,82.0 ± 2.9,96.9 ± 0.6,93.4 ± 0.2,96.3 ± 0.1,56.6 ± 2.9,57.4 ± 3.7,88.8 ± 0.4,91.6 ± 2.6,68.8 ± 8.9,50.0 ± 7.5,82.4 ± 4.6,97.5 ± 0.8,95.0 ± 0.6,70.7 ± 12.2,65.3 ± 6.1,60.0 ± 0.0
dc_jack,86.8 ± 0.6,97.5 ± 0.1,93.0 ± 0.6,87.8 ± 0.1,48.6 ± 0.3,42.9 ± 0.6,81.4 ± 0.1,73.9 ± 7.9,61.8 ± 7.0,48.8 ± 3.9,95.7 ± 1.9,99.4 ± 0.3,97.1 ± 0.2,37.3 ± 2.3,20.0 ± 4.0,14.7 ± 2.3
dc_power_connector,91.7 ± 1.6,98.8 ± 0.3,95.8 ± 0.4,89.4 ± 0.2,26.5 ± 0.4,30.2 ± 0.3,80.9 ± 0.4,52.8 ± 7.2,41.3 ± 5.1,26.7 ± 5.2,94.7 ± 2.6,99.2 ± 0.4,97.2 ± 1.0,32.0 ± 17.4,18.7 ± 8.3,10.7 ± 8.3
detection_switch,78.8 ± 0.3,95.2 ± 0.1,91.4 ± 0.3,90.4 ± 0.3,43.9 ± 1.2,44.8 ± 1.0,64.9 ± 0.1,87.4 ± 3.5,75.3 ± 2.3,63.6 ± 1.9,92.7 ± 1.4,99.1 ± 0.2,94.7 ± 0.8,80.0 ± 20.8,64.0 ± 17.4,18.7 ± 2.3
duckbill_circuit_breaker,71.4 ± 0.5,94.2 ± 0.1,93.2 ± 0.0,93.9 ± 0.4,18.5 ± 1.7,22.6 ± 2.1,80.3 ± 0.2,97.2 ± 0.7,89.6 ± 0.8,80.8 ± 2.0,71.2 ± 0.7,94.7 ± 0.2,94.2 ± 0.2,90.7 ± 2.3,78.7 ± 2.3,68.0 ± 0.0
earphone_audio_unit,68.5 ± 3.2,93.4 ± 0.7,93.2 ± 0.1,91.7 ± 0.8,31.2 ± 5.1,34.9 ± 3.2,57.0 ± 2.5,92.9 ± 4.1,84.4 ± 7.0,74.0 ± 6.7,72.4 ± 4.3,95.6 ± 0.6,94.2 ± 0.1,89.3 ± 2.3,81.3 ± 2.3,65.3 ± 16.7
effect_transistor,76.3 ± 6.1,93.4 ± 2.2,90.8 ± 0.2,97.4 ± 0.6,69.0 ± 10.8,62.7 ± 10.4,79.9 ± 3.1,85.1 ± 2.3,72.9 ± 1.8,57.3 ± 3.3,81.0 ± 7.6,96.9 ± 1.3,95.1 ± 0.9,72.0 ± 21.2,58.7 ± 16.2,45.3 ± 18.9
electronic_watch_movement,75.7 ± 2.1,96.3 ± 0.5,94.1 ± 0.0,95.2 ± 0.7,48.0 ± 4.1,49.7 ± 3.1,63.9 ± 3.7,94.9 ± 0.5,86.4 ± 2.1,70.4 ± 3.5,78.3 ± 2.7,96.7 ± 0.7,94.1 ± 0.0,92.0 ± 4.0,80.0 ± 4.0,73.3 ± 6.1
ethernet-connector,88.7 ± 5.1,97.1 ± 1.8,94.7 ± 0.6,88.5 ± 0.2,19.5 ± 0.8,22.8 ± 0.7,79.2 ± 0.4,68.5 ± 6.2,37.6 ± 6.3,25.0 ± 6.1,84.4 ± 15.0,96.4 ± 3.6,96.8 ± 1.9,41.3 ± 28.1,36.0 ± 28.0,30.7 ± 28.4
ferrite_bead,79.3 ± 6.1,96.8 ± 0.9,93.8 ± 0.2,98.7 ± 0.0,73.6 ± 1.5,72.0 ± 1.0,86.9 ± 0.3,92.8 ± 5.4,81.6 ± 13.8,68.6 ± 15.6,80.1 ± 10.6,97.2 ± 1.5,95.2 ± 1.2,70.7 ± 24.4,62.7 ± 30.3,57.3 ± 28.9
ffc_connector_plug,82.7 ± 14.2,95.9 ± 4.1,93.3 ± 1.3,96.1 ± 0.5,40.3 ± 5.5,46.3 ± 4.1,65.8 ± 2.0,69.5 ± 13.8,62.3 ± 12.0,51.3 ± 19.0,81.2 ± 26.9,97.0 ± 4.4,96.9 ± 2.4,48.0 ± 45.1,42.7 ± 46.4,38.7 ± 50.0
flow_control_valve,80.2 ± 2.2,95.4 ± 0.8,93.4 ± 0.4,98.7 ± 0.1,47.9 ± 3.0,51.2 ± 3.6,91.1 ± 0.7,79.6 ± 5.4,58.4 ± 6.4,46.2 ± 7.4,71.5 ± 8.3,95.1 ± 1.4,94.4 ± 0.1,84.0 ± 0.0,74.7 ± 8.3,64.0 ± 17.4
flower_copper_shape,92.5 ± 0.1,99.0 ± 0.0,95.0 ± 0.1,95.8 ± 0.1,65.3 ± 0.3,63.1 ± 0.1,84.6 ± 0.3,73.1 ± 1.2,49.6 ± 2.4,26.4 ± 1.4,96.9 ± 0.4,99.6 ± 0.1,97.2 ± 0.4,33.3 ± 9.2,18.7 ± 2.3,8.0 ± 0.0
flower_velvet_fabric,94.2 ± 0.8,99.3 ± 0.1,96.1 ± 0.2,91.2 ± 0.1,71.4 ± 0.3,69.3 ± 0.2,82.2 ± 0.1,54.9 ± 9.6,30.7 ± 4.0,20.0 ± 4.0,94.9 ± 0.7,99.3 ± 0.1,96.4 ± 0.7,45.3 ± 14.0,33.3 ± 4.6,14.7 ± 2.3
fork-crimp-terminal,82.1 ± 4.1,94.7 ± 0.5,92.8 ± 1.6,98.2 ± 0.2,51.7 ± 3.1,49.9 ± 2.4,90.4 ± 1.8,72.1 ± 22.4,59.5 ± 24.7,47.2 ± 22.6,92.4 ± 2.1,98.2 ± 0.2,96.3 ± 1.6,53.3 ± 37.8,32.0 ± 28.0,12.0 ± 4.0
fuse_cover,78.3 ± 1.5,95.5 ± 0.4,92.2 ± 0.1,93.8 ± 0.1,63.9 ± 0.2,62.0 ± 0.2,80.1 ± 0.6,88.1 ± 1.8,80.6 ± 5.3,64.2 ± 1.0,81.1 ± 5.1,97.1 ± 0.9,95.9 ± 0.5,65.2 ± 8.7,56.5 ± 8.7,46.4 ± 10.0
fuse_holder,92.8 ± 5.6,99.0 ± 0.9,96.5 ± 0.7,95.8 ± 0.1,53.7 ± 0.7,55.1 ± 0.5,82.3 ± 0.3,45.9 ± 13.7,32.0 ± 18.1,22.4 ± 18.1,96.1 ± 5.5,99.5 ± 0.7,97.2 ± 2.7,42.7 ± 42.8,18.7 ± 32.3,16.0 ± 27.7
gear,97.5 ± 0.2,99.6 ± 0.0,98.5 ± 0.1,98.6 ± 0.1,78.9 ± 0.2,76.1 ± 0.2,94.6 ± 0.0,11.9 ± 2.4,7.4 ± 1.2,5.1 ± 0.5,100.0 ± 0.0,100.0 ± 0.0,100.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
gear_motor,71.6 ± 9.1,94.3 ± 2.2,95.2 ± 0.1,86.0 ± 0.8,15.3 ± 1.7,24.3 ± 2.3,76.1 ± 2.0,72.8 ± 2.9,67.7 ± 5.1,62.1 ± 9.3,66.6 ± 13.0,93.6 ± 2.7,95.2 ± 1.3,74.7 ± 24.4,74.7 ± 24.4,66.7 ± 28.4
green-ring-filter,79.0 ± 0.9,91.9 ± 0.2,88.8 ± 0.4,90.9 ± 0.3,19.9 ± 1.2,23.8 ± 1.2,65.7 ± 0.6,80.9 ± 3.1,69.6 ± 4.5,51.9 ± 2.4,88.4 ± 0.8,98.5 ± 0.1,94.5 ± 0.2,81.3 ± 2.3,66.7 ± 2.3,38.7 ± 6.1
hairdryer_switch,90.6 ± 3.8,98.7 ± 0.5,95.4 ± 0.6,98.7 ± 0.2,75.9 ± 0.7,73.4 ± 0.2,75.9 ± 2.0,62.7 ± 9.7,42.7 ± 11.6,29.3 ± 11.3,93.4 ± 3.4,99.1 ± 0.5,96.4 ± 1.2,50.7 ± 20.1,37.3 ± 14.0,22.7 ± 12.2
hall_effect_sensor,93.0 ± 0.5,98.9 ± 0.1,95.2 ± 0.2,98.1 ± 0.0,77.1 ± 0.4,71.4 ± 0.5,80.4 ± 0.2,68.0 ± 2.4,39.2 ± 2.1,17.1 ± 4.7,95.9 ± 0.3,99.1 ± 0.1,98.2 ± 0.3,16.0 ± 4.0,9.3 ± 2.3,4.0 ± 0.0
headphone_jack-female,93.6 ± 1.1,99.1 ± 0.2,96.1 ± 0.5,92.0 ± 0.2,57.5 ± 0.4,58.2 ± 0.2,82.2 ± 0.2,49.6 ± 6.3,35.2 ± 1.2,21.8 ± 5.0,97.7 ± 1.6,99.7 ± 0.2,98.2 ± 0.7,16.0 ± 10.6,13.3 ± 12.2,8.0 ± 6.9
headphone_jack_socket,76.0 ± 8.9,95.9 ± 1.7,94.1 ± 0.1,93.9 ± 0.4,46.7 ± 3.8,46.5 ± 1.9,85.7 ± 2.0,85.6 ± 3.7,75.6 ± 10.2,64.3 ± 17.8,77.4 ± 7.9,96.3 ± 1.3,94.4 ± 0.4,86.7 ± 4.6,74.7 ± 12.9,66.7 ± 23.1
hex_plug,89.0 ± 0.5,98.4 ± 0.1,95.2 ± 0.1,91.7 ± 0.1,57.4 ± 0.3,57.9 ± 0.3,77.0 ± 0.2,69.3 ± 3.3,50.9 ± 3.0,30.9 ± 2.0,94.4 ± 0.9,99.3 ± 0.1,96.4 ± 0.2,53.3 ± 2.3,37.3 ± 6.1,18.7 ± 6.1
humidity_sensor,95.6 ± 0.2,99.2 ± 0.1,96.7 ± 0.1,98.1 ± 0.0,52.0 ± 0.7,52.6 ± 0.5,92.6 ± 0.1,34.8 ± 2.3,21.1 ± 2.2,9.0 ± 1.3,99.7 ± 0.2,100.0 ± 0.1,99.7 ± 0.0,1.3 ± 2.3,0.0 ± 0.0,0.0 ± 0.0
ingot_buckle,95.2 ± 0.3,99.4 ± 0.0,95.6 ± 0.2,97.0 ± 0.1,58.4 ± 0.5,54.4 ± 1.1,83.1 ± 0.4,64.5 ± 0.9,33.3 ± 3.3,10.1 ± 1.7,99.2 ± 0.1,99.9 ± 0.0,98.6 ± 0.2,13.3 ± 2.3,4.0 ± 4.0,0.0 ± 0.0
insect_metal_parts,77.0 ± 0.9,95.7 ± 0.2,93.6 ± 0.2,94.4 ± 0.1,28.0 ± 0.8,31.4 ± 0.5,82.2 ± 0.2,81.1 ± 4.3,70.2 ± 3.3,59.6 ± 1.4,84.0 ± 0.4,97.7 ± 0.1,95.0 ± 0.5,74.7 ± 8.3,62.7 ± 2.3,52.0 ± 0.0
inverter_connector,95.1 ± 1.1,99.4 ± 0.2,96.2 ± 0.3,98.3 ± 0.1,62.0 ± 0.6,64.2 ± 0.5,94.0 ± 0.1,48.3 ± 6.8,32.8 ± 5.2,17.9 ± 6.4,100.0 ± 0.1,100.0 ± 0.0,99.9 ± 0.2,0.0 ± 0.0,0.0 ± 0.0,0.0 ± 0.0
jam_jar_model,61.5 ± 0.8,88.3 ± 0.4,91.0 ± 0.1,81.8 ± 0.2,16.2 ± 0.6,33.2 ± 0.8,73.5 ± 0.4,95.3 ± 2.0,92.1 ± 0.8,84.5 ± 2.5,50.0 ± 2.3,90.3 ± 0.8,94.1 ± 0.0,100.0 ± 0.0,100.0 ± 0.0,98.7 ± 2.3
joystick_switch,96.2 ± 0.2,99.4 ± 0.1,96.5 ± 0.3,98.9 ± 0.0,62.5 ± 0.6,60.1 ± 0.3,96.5 ± 0.1,44.5 ± 8.8,22.4 ± 2.1,8.3 ± 1.2,96.7 ± 0.1,99.2 ± 0.0,99.1 ± 0.1,5.3 ± 2.3,4.0 ± 0.0,4.0 ± 0.0
kfc_push-key_switch,80.8 ± 0.4,96.5 ± 0.1,94.0 ± 0.1,90.0 ± 0.2,28.9 ± 4.8,34.7 ± 4.0,60.0 ± 0.8,91.5 ± 2.1,81.4 ± 2.7,55.3 ± 6.0,91.2 ± 0.3,98.1 ± 0.2,97.4 ± 0.2,30.7 ± 2.3,20.0 ± 4.0,14.7 ± 2.3
